971120.00,1122.25,1139.75,1121.25,1137.25;
971121.00,1136.75,1145.25,1124.00,1124.00;
971124.00,1142.75,1143.25,1121.25,1123.50;
971125.00,1124.25,1131.75,1119.00,1126.00;
971126.00,1126.25,1134.00,1123.00,1129.75;
971128.00,1129.00,1136.50,1124.00,1124.00;
971201.00,1129.75,1154.00,1129.25,1154.00;
971202.00,1154.25,1156.25,1146.25,1148.75;
971203.00,1149.00,1158.00,1142.00,1151.75;
971204.00,1151.75,1160.00,1146.75,1150.75;
971205.00,1150.50,1163.25,1137.25,1161.50;
971208.00,1152.00,1164.75,1152.00,1159.50;
971209.00,1159.75,1160.75,1149.50,1154.00;
971210.00,1154.00,1154.75,1138.00,1144.00;
971211.00,1145.00,1145.50,1126.00,1129.75;
971212.00,1128.75,1138.50,1121.75,1129.75;
971215.00,1130.75,1142.50,1124.50,1138.50;
971216.00,1137.50,1149.75,1137.25,1144.25;
971217.00,1144.25,1152.00,1138.50,1139.25;
971218.00,1139.25,1140.50,1124.50,1129.00;
971219.00,1128.00,1128.50,1099.00,1121.25;
971222.00,1120.75,1132.25,1112.25,1126.50;
971223.00,1126.75,1129.00,1108.00,1109.75;
971224.00,1108.75,1117.50,1105.50,1105.75;
971226.00,1108.00,1113.50,1107.00,1109.75;
971229.00,1109.50,1130.50,1105.25,1130.00;
971230.00,1130.50,1144.50,1129.50,1143.50;
971231.00,1143.50,1148.00,1139.25,1143.00;
980102.00,1143.25,1148.75,1136.50,1148.75;
980105.00,1148.25,1156.75,1140.50,1151.00;
980106.00,1151.00,1151.75,1134.50,1135.50;
980107.00,1134.75,1138.75,1124.50,1137.50;
980108.00,1137.75,1141.25,1124.50,1125.50;
980109.00,1126.00,1127.00,1089.50,1094.50;
980112.00,1093.00,1112.25,1078.50,1109.75;
980113.00,1109.50,1124.00,1108.50,1123.50;
980114.00,1124.00,1130.25,1117.75,1127.50;
980115.00,1127.50,1128.00,1118.75,1119.25;
980116.00,1119.00,1136.75,1116.50,1132.25;
980120.00,1132.50,1150.00,1130.75,1149.00;
980121.00,1148.50,1149.25,1131.50,1139.00;
980122.00,1141.25,1141.50,1128.25,1130.50;
980123.00,1130.00,1136.50,1119.00,1128.50;
980126.00,1125.00,1133.75,1117.50,1127.50;
980127.00,1127.25,1143.75,1124.75,1137.50;
980128.00,1138.00,1149.00,1137.00,1146.00;
980129.00,1146.00,1163.00,1143.75,1151.00;
980130.00,1151.75,1157.50,1148.00,1152.25;
980202.00,1152.00,1173.00,1151.75,1168.00;
980203.00,1166.75,1175.75,1165.25,1175.00;
980204.00,1175.00,1178.75,1166.75,1173.75;
980205.00,1173.50,1183.25,1168.00,1173.00;
980206.00,1173.00,1183.00,1172.00,1183.00;
980209.00,1183.00,1186.00,1174.25,1179.50;
980210.00,1178.75,1191.75,1176.50,1188.50;
980211.00,1188.00,1190.50,1183.50,1188.00;
980212.00,1187.50,1195.50,1175.25,1190.75;
980213.00,1190.75,1192.25,1184.75,1186.75;
980217.00,1186.50,1197.50,1181.50,1191.50;
980218.00,1191.50,1200.00,1188.00,1199.50;
980219.00,1199.50,1202.00,1192.75,1194.25;
980220.00,1194.25,1202.00,1188.75,1201.00;
980223.00,1201.25,1209.75,1197.75,1205.50;
980224.00,1205.50,1205.75,1194.25,1197.25;
980225.00,1197.25,1213.50,1196.75,1209.50;
980226.00,1209.50,1216.50,1206.00,1216.00;
980227.00,1216.00,1219.00,1210.00,1214.50;
980302.00,1213.25,1221.00,1210.50,1214.25;
980303.00,1213.50,1220.50,1208.75,1220.00;
980304.00,1219.25,1219.50,1207.50,1212.00;
980305.00,1209.75,1210.00,1196.00,1202.50;
980306.00,1202.50,1222.00,1198.50,1221.50;
980309.00,1213.50,1224.25,1213.50,1217.50;
980310.00,1218.00,1230.50,1218.00,1228.75;
980311.00,1228.00,1234.50,1227.25,1231.25;
980312.00,1231.50,1237.00,1226.25,1236.00;
980313.00,1236.00,1241.00,1230.50,1233.00;
980316.00,1232.00,1244.50,1228.75,1243.50;
980317.00,1243.25,1246.25,1238.00,1246.00;
980318.00,1246.00,1250.00,1241.25,1249.25;
980319.00,1249.25,1254.00,1247.75,1253.75;
980320.00,1253.50,1265.75,1252.25,1263.25;
980323.00,1262.50,1265.50,1256.00,1260.50;
980324.00,1260.50,1271.25,1259.50,1269.00;
980325.00,1269.00,1277.25,1254.50,1265.75;
980326.00,1265.75,1270.00,1259.00,1262.25;
980327.00,1262.75,1271.50,1250.75,1260.00;
980330.00,1258.25,1263.00,1252.25,1257.50;
980331.00,1257.50,1274.25,1256.25,1262.75;
980401.00,1261.75,1273.25,1256.25,1270.25;
980402.00,1271.00,1284.75,1268.00,1283.25;
980403.00,1283.00,1289.50,1280.00,1287.00;
980406.00,1286.50,1294.50,1278.75,1278.75;
980407.00,1279.25,1283.00,1262.50,1270.50;
980408.00,1270.50,1275.50,1257.00,1264.00;
980409.00,1264.50,1273.25,1263.50,1272.00;
980413.00,1271.00,1276.25,1259.50,1269.25;
980414.00,1269.25,1278.00,1268.25,1277.00;
980415.00,1275.75,1280.75,1271.50,1280.25;
980416.00,1280.25,1281.00,1263.75,1267.25;
980417.00,1268.50,1283.50,1257.75,1282.50;
980420.00,1282.50,1284.75,1277.00,1281.00;
980421.00,1281.00,1289.50,1277.75,1287.00;
980422.00,1287.00,1292.00,1285.25,1288.00;
980423.00,1288.00,1288.25,1275.50,1277.75;
980424.00,1277.50,1282.50,1261.00,1265.00;
980427.00,1264.00,1265.75,1233.50,1245.75;
980428.00,1245.50,1255.00,1239.00,1243.00;
980429.00,1243.25,1256.00,1240.75,1248.75;
980430.00,1248.75,1276.00,1246.50,1271.25;
980501.00,1271.25,1282.25,1269.75,1282.25;
980504.00,1281.50,1289.00,1278.00,1280.25;
980505.00,1279.75,1280.25,1266.75,1272.25;
980506.00,1272.00,1276.50,1258.25,1258.25;
980507.00,1258.00,1263.00,1249.25,1250.25;
980508.00,1250.75,1268.75,1248.00,1268.25;
980511.00,1267.50,1276.75,1259.25,1263.75;
980512.00,1263.50,1275.00,1258.50,1274.25;
980513.00,1274.00,1280.00,1270.50,1276.25;
980514.00,1276.00,1281.25,1268.00,1271.25;
980515.00,1271.50,1275.50,1262.00,1264.00;
980518.00,1262.50,1269.25,1252.50,1260.50;
980519.00,1261.50,1270.75,1259.50,1267.50;
980520.00,1272.75,1276.75,1262.50,1276.00;
980521.00,1277.00,1280.75,1266.50,1270.25;
980522.00,1270.00,1273.25,1262.75,1266.25;
980526.00,1264.50,1272.75,1244.00,1245.75;
980527.00,1247.00,1250.50,1227.00,1250.00;
980528.00,1249.25,1255.25,1243.00,1253.00;
980529.00,1250.00,1259.75,1248.50,1250.00;
980601.00,1242.00,1253.50,1236.50,1247.50;
980602.00,1247.25,1254.50,1243.00,1248.00;
980603.00,1247.50,1252.25,1230.00,1230.75;
980604.00,1230.00,1251.00,1229.25,1249.50;
980605.00,1269.25,1271.00,1269.25,1270.00;
980608.00,1268.00,1273.75,1267.00,1268.75;
980609.00,1269.25,1273.00,1264.50,1271.00;
980610.00,1269.75,1279.00,1260.25,1264.50;
980611.00,1263.25,1267.25,1242.00,1243.25;
980612.00,1242.50,1253.00,1230.75,1253.00;
980615.00,1251.25,1253.25,1223.00,1225.25;
980616.00,1224.00,1239.50,1221.75,1238.00;
980617.00,1238.25,1265.75,1237.50,1261.00;
980618.00,1261.00,1266.00,1255.00,1257.00;
980619.00,1257.25,1263.00,1246.75,1250.50;
980622.00,1249.50,1260.50,1246.75,1255.25;
980623.00,1255.50,1270.75,1253.75,1269.00;
980624.00,1268.75,1286.50,1265.25,1284.75;
980625.00,1285.75,1293.50,1277.50,1282.25;
980626.00,1282.50,1288.00,1280.50,1286.75;
980629.00,1286.75,1297.00,1286.50,1291.00;
980630.00,1290.75,1292.50,1280.00,1282.00;
980701.00,1282.00,1298.00,1281.50,1296.00;
980702.00,1295.50,1298.50,1290.75,1297.00;
980706.00,1298.00,1308.75,1294.75,1308.50;
980707.00,1308.50,1310.25,1301.50,1306.00;
980708.00,1306.00,1316.75,1304.00,1314.00;
980709.00,1314.00,1315.75,1303.75,1306.50;
980710.00,1306.50,1316.50,1298.50,1311.50;
980713.00,1309.25,1315.75,1303.00,1312.50;
980714.00,1312.50,1328.75,1312.00,1324.75;
980715.00,1322.75,1329.50,1321.75,1321.75;
980716.00,1322.50,1332.50,1317.25,1330.50;
980717.00,1330.00,1336.00,1329.50,1333.75;
980720.00,1332.75,1338.75,1326.00,1332.75;
980721.00,1332.75,1335.75,1309.25,1312.25;
980722.00,1311.50,1316.00,1301.00,1311.00;
980723.00,1311.50,1314.00,1285.00,1286.25;
980724.00,1286.50,1295.75,1274.25,1285.00;
980727.00,1285.00,1294.00,1273.00,1292.00;
980728.00,1292.50,1293.75,1260.75,1275.00;
980729.00,1274.50,1284.75,1265.50,1268.00;
980730.00,1268.75,1289.50,1268.00,1285.50;
980731.00,1285.25,1288.25,1255.25,1262.00;
980803.00,1261.25,1267.25,1253.25,1256.50;
980804.00,1257.25,1265.75,1212.50,1213.00;
980805.00,1212.75,1231.00,1199.00,1228.25;
980806.00,1228.50,1236.50,1217.50,1232.00;
980807.00,1232.50,1247.50,1226.75,1231.50;
980810.00,1232.50,1237.00,1224.50,1227.50;
980811.00,1227.25,1229.25,1197.00,1210.50;
980812.00,1210.50,1230.25,1209.00,1229.25;
980813.00,1229.25,1236.75,1214.50,1215.00;
980814.00,1214.25,1228.00,1198.75,1203.50;
980817.00,1202.25,1226.50,1187.00,1223.50;
980818.00,1224.00,1246.00,1219.75,1245.25;
980819.00,1245.75,1252.00,1237.00,1242.00;
980820.00,1241.75,1244.50,1231.75,1233.50;
980821.00,1233.25,1235.00,1194.25,1226.50;
980824.00,1225.75,1237.75,1219.50,1232.25;
980825.00,1232.00,1250.00,1227.25,1234.50;
980826.00,1232.50,1235.50,1216.50,1226.75;
980827.00,1226.75,1229.00,1173.00,1175.25;
980828.00,1174.50,1196.00,1159.00,1171.75;
980831.00,1169.75,1180.00,1091.00,1093.25;
980901.00,1090.75,1143.75,1074.00,1139.00;
980902.00,1138.75,1154.00,1125.00,1130.00;
980903.00,1130.25,1130.75,1104.00,1124.75;
980904.00,1124.00,1133.25,1093.50,1115.75;
980908.00,1116.50,1166.50,1116.00,1166.00;
980909.00,1166.50,1168.75,1141.50,1141.75;
980910.00,1142.00,1142.50,1105.00,1109.50;
980911.00,1110.00,1154.75,1094.50,1153.00;
980914.00,1153.00,1180.50,1149.50,1169.75;
980915.00,1169.00,1179.50,1160.00,1176.25;
980916.00,1176.25,1189.00,1168.00,1187.50;
980917.00,1187.25,1188.75,1154.25,1158.50;
980918.00,1158.00,1167.50,1150.75,1160.75;
980921.00,1159.50,1167.50,1129.00,1160.25;
980922.00,1160.50,1174.25,1159.75,1169.25;
980923.00,1168.75,1208.75,1164.25,1207.00;
980924.00,1207.50,1210.25,1170.50,1182.50;
980925.00,1168.50,1193.00,1161.50,1179.50;
980928.00,1179.75,1201.50,1178.50,1193.50;
980929.00,1190.50,1197.50,1172.50,1186.25;
980930.00,1187.00,1187.00,1151.50,1155.50;
981001.00,1156.00,1162.50,1117.00,1124.75;
981002.00,1123.75,1146.00,1108.00,1131.00;
981005.00,1123.75,1143.00,1099.50,1124.25;
981006.00,1124.00,1148.50,1111.50,1124.25;
981007.00,1123.50,1147.50,1094.00,1108.75;
981008.00,1109.00,1114.50,1058.75,1098.50;
981009.00,1099.50,1124.25,1087.50,1120.50;
981012.00,1121.00,1148.50,1116.00,1135.00;
981013.00,1134.75,1143.50,1123.00,1132.00;
981014.00,1131.25,1152.50,1122.50,1140.50;
981015.00,1138.25,1214.50,1133.50,1197.00;
981016.00,1197.25,1198.25,1192.75,1195.50;
981019.00,1195.50,1203.50,1188.00,1198.75;
981020.00,1198.00,1222.50,1197.00,1204.00;
981021.00,1202.25,1211.25,1193.00,1202.75;
981022.00,1202.25,1217.75,1196.50,1216.50;
981023.00,1216.50,1217.25,1202.25,1203.75;
981026.00,1201.50,1219.50,1199.25,1210.00;
981027.00,1210.00,1223.50,1197.25,1203.50;
981028.00,1203.00,1208.75,1194.50,1200.00;
981029.00,1200.50,1227.00,1198.50,1226.25;
981030.00,1226.25,1239.75,1224.50,1235.50;
981102.00,1234.50,1251.00,1231.25,1250.75;
981103.00,1250.00,1251.25,1241.00,1243.25;
981104.00,1243.25,1263.00,1243.00,1253.50;
981105.00,1253.50,1272.25,1243.00,1270.75;
981106.00,1270.25,1278.25,1264.75,1277.75;
981109.00,1276.00,1278.75,1257.00,1265.50;
981110.00,1265.75,1270.00,1257.50,1259.00;
981111.00,1259.75,1271.50,1250.75,1256.00;
981112.00,1255.50,1261.50,1247.75,1253.50;
981113.00,1253.00,1263.50,1250.50,1263.50;
981116.00,1264.25,1274.00,1259.25,1271.50;
981117.00,1271.50,1287.00,1262.00,1272.75;
981118.00,1273.00,1280.50,1265.50,1279.50;
981119.00,1279.00,1288.50,1276.75,1287.75;
981120.00,1287.25,1297.25,1286.00,1296.75;
981123.00,1297.00,1324.50,1297.00,1323.50;
981124.00,1323.25,1327.50,1313.75,1316.00;
981125.00,1317.00,1320.50,1311.50,1316.50;
981127.00,1315.75,1325.75,1315.00,1324.50;
981130.00,1324.75,1327.00,1291.50,1291.75;
981201.00,1292.25,1308.50,1280.75,1304.25;
981202.00,1304.25,1307.25,1288.00,1301.75;
981203.00,1301.50,1310.25,1279.00,1282.00;
981204.00,1281.50,1314.75,1280.00,1309.50;
981207.00,1310.25,1321.25,1306.75,1317.00;
981208.00,1317.00,1324.75,1300.75,1311.75;
981209.00,1310.00,1315.50,1305.00,1314.00;
981210.00,1312.00,1318.25,1293.00,1294.50;
981211.00,1294.00,1298.50,1282.25,1292.00;
981214.00,1289.75,1289.75,1264.00,1264.75;
981215.00,1265.75,1293.25,1264.75,1291.25;
981216.00,1291.75,1296.50,1282.50,1292.00;
981217.00,1291.50,1310.75,1283.75,1309.25;
981218.00,1308.75,1318.75,1303.50,1314.00;
981221.00,1312.25,1342.00,1308.25,1331.00;
981222.00,1331.00,1339.75,1320.25,1333.25;
981223.00,1331.25,1360.25,1328.75,1360.00;
981224.00,1358.25,1359.50,1353.75,1355.75;
981228.00,1354.50,1365.75,1348.25,1350.50;
981229.00,1350.50,1372.00,1348.25,1371.25;
981230.00,1371.25,1373.50,1357.50,1358.75;
981231.00,1358.75,1365.75,1351.00,1362.50;
990104.00,1360.00,1377.75,1343.25,1356.25;
990105.00,1356.50,1374.75,1352.75,1369.50;
990106.00,1369.50,1402.25,1368.75,1396.25;
990107.00,1396.50,1398.25,1383.00,1393.50;
990108.00,1393.50,1407.75,1388.00,1404.75;
990111.00,1402.75,1411.00,1378.25,1389.75;
990112.00,1389.75,1394.25,1361.50,1363.75;
990113.00,1363.25,1374.25,1326.75,1356.50;
990114.00,1356.25,1369.00,1332.25,1337.00;
990115.00,1336.75,1366.50,1320.25,1363.75;
990119.00,1373.25,1380.50,1357.75,1379.25;
990120.00,1379.00,1400.50,1374.00,1383.25;
990121.00,1383.25,1387.50,1347.00,1347.50;
990122.00,1351.75,1360.50,1338.75,1349.25;
990125.00,1341.75,1361.50,1339.75,1359.50;
990126.00,1360.50,1382.50,1354.00,1382.00;
990127.00,1381.75,1386.75,1363.75,1366.50;
990128.00,1365.75,1390.75,1359.75,1381.75;
990129.00,1382.75,1405.25,1376.00,1398.00;
990201.00,1397.50,1407.50,1390.50,1391.25;
990202.00,1391.00,1393.00,1368.25,1382.50;
990203.00,1382.00,1399.25,1373.25,1396.00;
990204.00,1395.75,1402.25,1368.25,1375.25;
990205.00,1374.50,1378.00,1352.50,1360.50;
990208.00,1360.00,1370.25,1353.25,1364.25;
990209.00,1364.25,1366.25,1334.75,1335.75;
990210.00,1335.00,1348.75,1332.00,1342.75;
990211.00,1342.25,1380.00,1341.75,1379.75;
990212.00,1378.75,1382.75,1344.50,1354.50;
990216.00,1353.00,1374.25,1351.50,1359.50;
990217.00,1356.50,1371.00,1340.00,1346.00;
990218.00,1345.25,1360.75,1340.25,1355.25;
990219.00,1355.00,1369.00,1350.75,1360.75;
990222.00,1359.25,1393.50,1357.25,1391.25;
990223.00,1391.25,1401.50,1382.25,1392.25;
990224.00,1392.50,1404.50,1366.25,1369.00;
990225.00,1370.00,1374.75,1343.25,1358.00;
990226.00,1357.75,1367.00,1343.75,1352.50;
990301.00,1353.25,1358.75,1338.75,1355.75;
990302.00,1356.00,1368.00,1337.50,1346.00;
990303.00,1345.25,1351.00,1333.50,1350.75;
990304.00,1350.00,1369.25,1347.25,1367.00;
990305.00,1367.25,1396.50,1366.50,1396.25;
990308.00,1398.75,1403.50,1390.25,1400.50;
990309.00,1403.50,1418.00,1392.50,1396.00;
990310.00,1396.25,1407.50,1391.00,1407.00;
990311.00,1406.25,1426.25,1403.00,1421.75;
990312.00,1422.00,1426.00,1406.25,1409.25;
990315.00,1410.25,1427.25,1408.25,1424.75;
990316.00,1424.00,1430.25,1419.25,1424.00;
990317.00,1424.00,1424.00,1409.50,1416.75;
990318.00,1415.25,1437.75,1407.00,1436.25;
990319.00,1435.75,1443.00,1412.75,1412.75;
990322.00,1413.00,1422.00,1410.50,1417.00;
990323.00,1416.50,1417.25,1409.50,1411.70;
990324.00,1377.75,1386.25,1372.25,1385.00;
990325.00,1385.50,1410.00,1384.25,1408.50;
990326.00,1408.50,1409.50,1392.00,1401.50;
990329.00,1399.75,1429.00,1398.00,1421.75;
990330.00,1421.75,1426.00,1410.50,1419.75;
990331.00,1420.25,1429.50,1397.50,1399.00;
990401.00,1397.75,1410.25,1396.00,1408.75;
990405.00,1412.50,1439.00,1412.50,1437.75;
990406.00,1437.75,1442.50,1426.00,1435.25;
990407.00,1434.75,1445.50,1427.00,1443.75;
990408.00,1443.25,1462.50,1435.75,1460.50;
990409.00,1460.50,1468.00,1449.50,1463.50;
990412.00,1454.25,1477.75,1435.00,1477.00;
990413.00,1476.25,1477.50,1458.25,1467.25;
990414.00,1466.00,1472.75,1439.50,1444.00;
990415.00,1443.50,1451.00,1420.75,1437.00;
990416.00,1437.00,1440.50,1422.50,1428.75;
990419.00,1429.25,1455.50,1395.75,1407.00;
990420.00,1405.75,1422.50,1400.50,1420.25;
990421.00,1420.00,1460.00,1414.50,1457.00;
990422.00,1457.75,1474.75,1454.00,1474.00;
990423.00,1473.75,1477.75,1459.75,1470.00;
990426.00,1469.50,1477.25,1464.75,1475.00;
990427.00,1476.00,1485.75,1468.25,1480.50;
990428.00,1481.25,1481.75,1459.50,1464.50;
990429.00,1463.50,1469.75,1447.75,1452.75;
990430.00,1453.00,1464.75,1423.75,1442.75;
990503.00,1443.50,1467.25,1439.50,1463.50;
990504.00,1464.00,1466.25,1440.50,1448.00;
990505.00,1447.00,1458.50,1427.00,1456.75;
990506.00,1456.75,1459.25,1432.25,1446.50;
990507.00,1446.25,1458.75,1440.00,1457.25;
990510.00,1456.00,1463.75,1438.00,1452.00;
990511.00,1451.25,1471.50,1449.75,1463.00;
990512.00,1463.25,1478.75,1434.00,1474.50;
990513.00,1473.50,1487.00,1472.75,1479.50;
990514.00,1479.00,1481.00,1441.50,1445.25;
990517.00,1443.25,1451.00,1430.50,1446.50;
990518.00,1446.25,1455.25,1431.00,1446.00;
990519.00,1444.50,1455.25,1438.25,1454.50;
990520.00,1454.25,1461.00,1446.00,1447.50;
990521.00,1447.50,1450.00,1434.25,1439.75;
990524.00,1440.00,1445.00,1411.00,1416.75;
990525.00,1415.00,1427.25,1389.00,1389.50;
990526.00,1388.50,1415.75,1385.50,1410.25;
990527.00,1410.25,1413.00,1383.00,1390.25;
990528.00,1391.25,1413.00,1389.25,1401.75;
990601.00,1403.75,1408.00,1387.50,1401.00;
990602.00,1400.75,1404.25,1383.00,1401.00;
990603.00,1401.00,1411.50,1397.50,1409.75;
990604.00,1409.75,1436.00,1400.50,1434.50;
990607.00,1434.00,1444.00,1432.00,1437.00;
990608.00,1435.25,1438.75,1418.25,1425.25;
990609.00,1424.25,1431.50,1419.25,1423.00;
990610.00,1421.75,1423.25,1397.50,1411.25;
990611.00,1411.25,1422.50,1391.25,1399.75;
990614.00,1400.25,1407.75,1396.25,1398.50;
990615.00,1400.25,1416.25,1397.50,1409.00;
990616.00,1409.00,1438.00,1408.75,1433.75;
990617.00,1433.50,1448.75,1426.75,1446.50;
990618.00,1445.25,1453.25,1437.50,1447.50;
990621.00,1446.25,1455.25,1440.25,1450.75;
990622.00,1450.75,1455.25,1438.75,1440.50;
990623.00,1440.00,1441.25,1426.50,1432.75;
990624.00,1433.00,1436.50,1409.75,1424.00;
990625.00,1423.00,1432.75,1415.00,1420.25;
990628.00,1420.50,1437.50,1420.25,1434.75;
990629.00,1434.25,1453.25,1430.00,1448.00;
990630.00,1447.75,1477.25,1440.25,1472.25;
990701.00,1472.50,1486.25,1462.75,1483.25;
990702.00,1482.50,1496.75,1475.00,1496.50;
990706.00,1496.00,1508.00,1488.25,1494.00;
990707.00,1493.75,1497.50,1486.00,1495.25;
990708.00,1495.25,1506.50,1486.50,1496.50;
990709.00,1495.25,1506.00,1494.25,1504.75;
990712.00,1505.00,1508.50,1495.25,1499.25;
990713.00,1499.25,1499.75,1487.00,1494.25;
990714.00,1493.75,1507.75,1486.50,1500.00;
990715.00,1500.00,1512.25,1498.50,1509.25;
990716.00,1509.75,1520.50,1506.50,1519.00;
990719.00,1518.25,1522.50,1504.50,1508.25;
990720.00,1507.25,1509.25,1473.75,1478.25;
990721.00,1478.00,1486.25,1471.00,1476.75;
990722.00,1477.75,1478.00,1452.00,1458.25;
990723.00,1458.25,1468.50,1448.25,1454.50;
990726.00,1453.50,1458.25,1443.50,1445.00;
990727.00,1445.25,1468.50,1445.00,1455.25;
990728.00,1455.25,1469.25,1452.50,1458.25;
990729.00,1458.75,1459.75,1429.00,1440.50;
990730.00,1440.00,1449.00,1421.25,1422.25;
990802.00,1423.25,1444.75,1416.25,1427.25;
990803.00,1426.75,1434.00,1411.00,1420.00;
990804.00,1419.75,1428.00,1398.00,1399.50;
990805.00,1400.25,1413.00,1382.25,1411.75;
990806.00,1412.25,1418.25,1389.00,1396.75;
990809.00,1396.00,1405.25,1391.50,1394.25;
990810.00,1393.75,1396.25,1361.75,1381.25;
990811.00,1380.75,1398.25,1379.50,1395.50;
990812.00,1395.00,1410.25,1392.75,1395.25;
990813.00,1394.75,1424.50,1388.75,1424.25;
990816.00,1424.00,1430.25,1416.00,1430.00;
990817.00,1429.25,1441.50,1423.75,1438.25;
990818.00,1438.00,1439.50,1424.50,1425.25;
990819.00,1425.25,1427.00,1409.25,1417.50;
990820.00,1417.75,1433.25,1417.25,1431.50;
990823.00,1434.00,1458.00,1433.50,1457.50;
990824.00,1457.75,1458.00,1456.75,1457.25;
990825.00,1460.50,1478.50,1452.75,1474.25;
990826.00,1473.00,1474.75,1456.25,1458.50;
990827.00,1458.25,1462.50,1441.25,1442.25;
990830.00,1441.25,1445.00,1414.75,1417.00;
990831.00,1417.25,1427.75,1399.00,1410.50;
990901.00,1410.75,1425.75,1410.75,1424.75;
990902.00,1424.50,1425.50,1395.50,1410.75;
990903.00,1410.75,1454.00,1410.75,1454.00;
990907.00,1452.50,1456.25,1441.50,1443.00;
990908.00,1443.50,1448.50,1428.25,1436.75;
990909.00,1438.25,1440.75,1425.75,1435.75;
990910.00,1436.00,1452.50,1426.50,1446.00;
990913.00,1445.25,1445.75,1433.25,1438.00;
990914.00,1438.25,1441.00,1421.50,1429.00;
990915.00,1428.75,1444.25,1406.25,1407.25;
990916.00,1408.00,1414.00,1388.50,1410.25;
990917.00,1410.00,1429.25,1409.25,1427.50;
990920.00,1427.75,1433.00,1420.25,1424.50;
990921.00,1424.25,1426.50,1391.50,1397.25;
990922.00,1398.75,1407.00,1386.25,1397.25;
990923.00,1398.50,1405.25,1364.25,1367.25;
990924.00,1366.75,1371.00,1351.00,1365.25;
990927.00,1366.50,1384.50,1366.50,1373.00;
990928.00,1372.25,1379.00,1343.50,1370.75;
990929.00,1371.50,1378.00,1354.75,1356.00;
990930.00,1355.75,1380.25,1355.25,1373.75;
991001.00,1373.00,1375.00,1352.50,1370.00;
991004.00,1370.00,1395.50,1369.50,1394.75;
991005.00,1394.75,1407.25,1372.75,1391.50;
991006.00,1391.75,1413.75,1388.50,1410.50;
991007.00,1411.50,1416.75,1400.50,1404.50;
991008.00,1404.75,1424.25,1394.25,1422.75;
991011.00,1422.75,1426.50,1418.00,1421.75;
991012.00,1422.25,1424.00,1397.50,1402.00;
991013.00,1398.00,1398.00,1365.50,1365.50;
991014.00,1366.75,1376.00,1351.75,1366.25;
991015.00,1366.00,1366.50,1328.50,1332.50;
991018.00,1330.50,1342.75,1317.50,1341.50;
991019.00,1341.25,1365.00,1337.50,1350.75;
991020.00,1351.50,1375.75,1351.25,1368.25;
991021.00,1367.75,1372.50,1348.50,1372.00;
991022.00,1371.75,1378.75,1369.25,1369.25;
991025.00,1382.25,1388.50,1369.75,1377.00;
991026.00,1376.75,1388.25,1360.50,1361.00;
991027.00,1361.00,1384.50,1352.75,1382.00;
991028.00,1381.50,1430.25,1379.25,1426.50;
991029.00,1426.00,1459.00,1423.75,1452.25;
